method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,vbpca_selected_k,k_used,dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods
mean_pca,0.8449023513342986,0.6736655832382493,0.001458309001463931,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,11,384595628,1038427835,193979018,442,10,442,zscore_observed_only,True,True
mice_pca,0.6845874673055551,0.49963043511352156,0.2990867309999885,,True,21.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,11,384595628,1038427835,193979018,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.6939280346779931,0.518407747463364,29.62466996099829,0.07634476735184607,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,11,384595628,1038427835,193979018,442,10,442,zscore_observed_only,True,True
mean_pca,0.8218568852652304,0.6590967815654388,0.0016143530010594986,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,12,1584063950,233187498,1623211313,442,10,442,zscore_observed_only,True,True
mice_pca,0.6531729290888888,0.46250193162313386,0.3519464160053758,,True,19.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,12,1584063950,233187498,1623211313,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.6603253567505465,0.48330041378927946,44.448852255998645,0.07640777581328377,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,12,1584063950,233187498,1623211313,442,10,442,zscore_observed_only,True,True
mean_pca,0.8613198014942747,0.6983610383813336,0.001453974997275509,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,13,1682740223,911268217,2021890318,442,10,442,zscore_observed_only,True,True
mice_pca,0.6476250424233257,0.4712241130725742,0.40145169100287603,,True,31.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,13,1682740223,911268217,2021890318,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.6631414304825917,0.4950971166504136,29.767399673997716,0.07683885206013744,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,13,1682740223,911268217,2021890318,442,10,442,zscore_observed_only,True,True
mean_pca,0.8007910286485472,0.6344596801272165,0.001574344998516608,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,14,1830779687,622183885,1984184656,442,10,442,zscore_observed_only,True,True
mice_pca,0.6061601523221698,0.4311593274708084,0.34893504699721234,,True,20.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,14,1830779687,622183885,1984184656,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.615291964125613,0.44826634837492974,44.50701609599491,0.07150147158200378,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,14,1830779687,622183885,1984184656,442,10,442,zscore_observed_only,True,True
mean_pca,0.8985693685725313,0.7235291841927809,0.001500184000178706,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,15,234601817,1908725383,1519817315,442,10,442,zscore_observed_only,True,True
mice_pca,0.6789950636238978,0.4873696222243066,0.4628787800029386,,True,34.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,15,234601817,1908725383,1519817315,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.6834542555535948,0.5089625043800399,33.32891234000272,0.07427936472368812,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,15,234601817,1908725383,1519817315,442,10,442,zscore_observed_only,True,True
mean_pca,0.8733272604772591,0.6993414556315725,0.0015492729944526218,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,16,709151033,1122267847,504939679,442,10,442,zscore_observed_only,True,True
mice_pca,0.6778104444982038,0.4877595038348861,0.3311652909978875,,True,18.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,16,709151033,1122267847,504939679,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.6868621468906768,0.5048837134362795,44.74831555700075,0.07747434580431466,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,16,709151033,1122267847,504939679,442,10,442,zscore_observed_only,True,True
mean_pca,0.914505653149998,0.7235421391060882,0.0015694449975853786,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,17,1300667423,143393851,1077653299,442,10,442,zscore_observed_only,True,True
mice_pca,0.7077589912120354,0.5023169615096487,0.265070838999236,,True,13.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,17,1300667423,143393851,1077653299,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.7345225748769219,0.5357358896890754,33.462280695006484,0.07732967971945388,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,17,1300667423,143393851,1077653299,442,10,442,zscore_observed_only,True,True
mean_pca,0.8682742652889195,0.6833146432827731,0.001581848002388142,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,18,1514608745,1738905210,77055516,442,10,442,zscore_observed_only,True,True
mice_pca,0.692542365297737,0.49005470021097375,0.3885313529972336,,True,22.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,18,1514608745,1738905210,77055516,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.7038908937861735,0.5046077027126714,44.752730489002715,0.07656891240149964,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,18,1514608745,1738905210,77055516,442,10,442,zscore_observed_only,True,True
mean_pca,0.8860808594152937,0.7149451073539828,0.0014392570010386407,,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,19,1256056679,1780367216,1722738971,442,10,442,zscore_observed_only,True,True
mice_pca,0.6787726153128918,0.4935223015073733,0.2508288539975183,,True,15.0,True,8,8,diabetes,MAR,random,0.1,5,1000x50,19,1256056679,1780367216,1722738971,442,10,442,zscore_observed_only,True,True
vbpca_vb_modern,0.6992959517368674,0.5237137542918713,30.994174655999814,0.07788980261075173,,,,8,8,diabetes,MAR,random,0.1,5,1000x50,19,1256056679,1780367216,1722738971,442,10,442,zscore_observed_only,True,True
mean_pca,0.9217647188206236,0.745061830528996,0.0015580100007355213,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,0,1976075712,1412527574,748603992,442,10,1326,zscore_observed_only,True,True
mice_pca,0.9152250435677471,0.6537466800560282,0.4885488700019778,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,0,1976075712,1412527574,748603992,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7738151734293057,0.5791519800562243,26.578547071003413,0.1707288392531855,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,0,1976075712,1412527574,748603992,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9323622547856041,0.7451799840887697,0.001523131999420002,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,1,1470925750,496291398,1581794861,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8649047241498093,0.6223563255153584,0.4849417169971275,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,1,1470925750,496291398,1581794861,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7841279520091781,0.5910572460871668,25.63072698799806,0.1751660750560208,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,1,1470925750,496291398,1581794861,442,10,1326,zscore_observed_only,True,True
mean_pca,0.8944678069506217,0.7222138239830647,0.0015125710051506758,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,2,492537875,1241648382,925651651,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7755432277034051,0.5745366410159575,0.4318996270012576,,True,32.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,2,492537875,1241648382,925651651,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7410804160009601,0.5593283091151902,25.625096785995993,0.1788399420517889,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,2,492537875,1241648382,925651651,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9080608246739735,0.7356878249526173,0.0015778020024299622,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,3,772580871,1855852616,850968685,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8146189962565592,0.60990931937471,0.45579603299847804,,True,26.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,3,772580871,1855852616,850968685,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7537708428193035,0.5793905324617515,37.06801048399939,0.1806510576375657,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,3,772580871,1855852616,850968685,442,10,1326,zscore_observed_only,True,True
mean_pca,0.95265367423889,0.7522388168245451,0.0016372889949707314,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,4,1366043954,47944870,1520060650,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8491175232927046,0.6238722315124267,0.576328397000907,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,4,1366043954,47944870,1520060650,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.8255025485052003,0.6167964963669746,37.022132639998745,0.17239490861312756,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,4,1366043954,47944870,1520060650,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9797986566166227,0.7903207060191056,0.0014612049999414012,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,5,79839595,1213253815,998194642,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8605081812255925,0.6148229563234741,0.43691886799933854,,True,33.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,5,79839595,1213253815,998194642,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.8182893236142099,0.6159107790186615,24.43625122099911,0.1793622621026752,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,5,79839595,1213253815,998194642,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9570629635154143,0.7656172825123887,0.001597917995241005,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,6,1725611483,1722224372,1109945678,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8602066738469742,0.6194127608872884,0.41973909700027434,,True,23.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,6,1725611483,1722224372,1109945678,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7854972286971895,0.5975180778160449,39.80395766799484,0.17674687913509154,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,6,1725611483,1722224372,1109945678,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9180550127304049,0.7279454442256538,0.0014958160027163103,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,7,1518757156,225870154,826543918,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7924133211394013,0.5817625281238678,0.248425010999199,,True,14.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,7,1518757156,225870154,826543918,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.764753974381055,0.572191408996481,24.57114830599312,0.1736711904583585,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,7,1518757156,225870154,826543918,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9410757705574511,0.7508959386345615,0.0016328210040228441,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,8,1249671773,1029782135,671320564,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7748574353246216,0.5704676856696541,0.5328419090001262,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,8,1249671773,1029782135,671320564,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7714313678623173,0.5797368455658066,36.79065543899924,0.18151013975711647,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,8,1249671773,1029782135,671320564,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9509219255419135,0.7539636929978865,0.0015634239971404895,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,9,1799836570,334286901,1691557563,442,10,1326,zscore_observed_only,True,True
mice_pca,0.799382396170212,0.592004265016507,0.5477199739980279,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,9,1799836570,334286901,1691557563,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7865322335558403,0.5892998122606078,36.83970053999656,0.17847834128383439,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,9,1799836570,334286901,1691557563,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9482320853707271,0.7494265923565064,0.0015530960008618422,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,10,476998995,1310442162,1171976556,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7828085836895584,0.5738140466034098,0.48388613299903227,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,10,476998995,1310442162,1171976556,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7770308450625576,0.580726131006587,27.525986808002926,0.1837028052738646,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,10,476998995,1310442162,1171976556,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9194003274142855,0.7411213970972467,0.001502856997831259,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,11,1823349068,907931784,2102832442,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7716458788194339,0.5773634549390958,0.4228721499966923,,True,31.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,11,1823349068,907931784,2102832442,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7620428289819915,0.5796396983535334,25.660216190997744,0.1802343687268834,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,11,1823349068,907931784,2102832442,442,10,1326,zscore_observed_only,True,True
mean_pca,0.914761873883791,0.733940689388216,0.001565956998092588,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,12,218950469,1337810074,348624696,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7793694300157226,0.5720127392812374,0.5453389629983576,,True,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,12,218950469,1337810074,348624696,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7554350286043249,0.5657987892809341,30.17713467899739,0.1832807764142389,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,12,218950469,1337810074,348624696,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9074479660951061,0.7311344470642522,0.0015902669983915985,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,13,2082804980,1602272599,167523173,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7495884643116857,0.5539407799178984,0.4828190249972977,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,13,2082804980,1602272599,167523173,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7396193206430408,0.5584888790676835,26.567560900999524,0.18206845197499888,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,13,2082804980,1602272599,167523173,442,10,1326,zscore_observed_only,True,True
mean_pca,0.918012287085034,0.7345907348532429,0.0015136369984247722,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,14,1757161755,1666137590,524848431,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8146914257060276,0.5911833956508156,0.4751467269961722,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,14,1757161755,1666137590,524848431,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7548863230723615,0.5709632256406088,25.725094333000015,0.17301416730032368,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,14,1757161755,1666137590,524848431,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9759490379496691,0.7912434333573576,0.001677221996942535,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,15,206383496,212084261,476078479,442,10,1326,zscore_observed_only,True,True
mice_pca,0.794270792722678,0.5887010781657549,0.5512152679948485,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,15,206383496,212084261,476078479,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.8034108335197868,0.6040013913791211,36.71606219000387,0.18125099397022,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,15,206383496,212084261,476078479,442,10,1326,zscore_observed_only,True,True
mean_pca,0.973330674328002,0.7622991345136948,0.0015056619959068485,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,16,227032464,728362220,1298447866,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8753901909488035,0.641123102612038,0.3035783809973509,,True,19.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,16,227032464,728362220,1298447866,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7858342555447183,0.5871728725916903,25.567275130997587,0.1762367276886855,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,16,227032464,728362220,1298447866,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9319688664826978,0.7457713012924363,0.0015409279949381016,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,17,250613034,1203650113,1537518460,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8167377232350465,0.6107466544178718,0.5643753500044113,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,17,250613034,1203650113,1537518460,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7878374834827562,0.5970317093998323,36.68353406800452,0.1730630338935952,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,17,250613034,1203650113,1537518460,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9186114827635025,0.7395477122004471,0.0015518150030402467,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,18,359287601,750406905,1892296549,442,10,1326,zscore_observed_only,True,True
mice_pca,0.7792876343824141,0.5821301134645878,0.5517019750041072,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,18,359287601,750406905,1892296549,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7493202582601454,0.5727587712342684,36.788073300995165,0.17410233334150876,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,18,359287601,750406905,1892296549,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9348805637724927,0.7430234089521784,0.00143725800444372,,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,19,362136873,8560773,461156199,442,10,1326,zscore_observed_only,True,True
mice_pca,0.8153392888688948,0.6008812884207388,0.48059660499711754,,False,36.0,True,8,8,diabetes,MAR,random,0.3,5,1000x50,19,362136873,8560773,461156199,442,10,1326,zscore_observed_only,True,True
vbpca_vb_modern,0.7643918070147576,0.5828550264521368,24.489756232003856,0.17626735711363453,,,,8,8,diabetes,MAR,random,0.3,5,1000x50,19,362136873,8560773,461156199,442,10,1326,zscore_observed_only,True,True
mean_pca,0.9817586974317007,0.7877334633308073,0.0016115179969347082,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,0,1128924893,53187350,1538600171,442,10,2207,zscore_observed_only,True,True
mice_pca,0.9836832467359409,0.7312408596958143,0.44303790599951753,,True,27.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,0,1128924893,53187350,1538600171,442,10,2207,zscore_observed_only,True,True
vbpca_vb_modern,0.8536134055331541,0.6619583338520268,29.492520906998834,0.3119390933770844,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,0,1128924893,53187350,1538600171,442,10,2207,zscore_observed_only,True,True
mean_pca,1.0208830573760543,0.8108629148339321,0.0015624250008841045,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,1,2062733644,941229687,2042647989,442,10,2207,zscore_observed_only,True,True
mice_pca,0.948634423869664,0.7240416205470313,0.28500436999456724,,True,14.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,1,2062733644,941229687,2042647989,442,10,2207,zscore_observed_only,True,True
vbpca_vb_modern,0.8688034595983638,0.666785770137068,29.569400637999934,0.3276725146007089,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,1,2062733644,941229687,2042647989,442,10,2207,zscore_observed_only,True,True
mean_pca,0.9931757467467426,0.7942908279492908,0.0015008330010459758,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,2,666530785,546408203,1694203192,442,10,2207,zscore_observed_only,True,True
mice_pca,0.9461845230403024,0.7243355819370144,0.2585043779981788,,True,16.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,2,666530785,546408203,1694203192,442,10,2207,zscore_observed_only,True,True
vbpca_vb_modern,0.8892493398000049,0.6838443740867367,19.371487671000068,0.321476407375678,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,2,666530785,546408203,1694203192,442,10,2207,zscore_observed_only,True,True
mean_pca,0.938633868341406,0.7596840611493876,0.0015606380038661882,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,3,1501678552,136609939,99710584,442,10,2206,zscore_observed_only,True,True
mice_pca,0.9087501848527334,0.680763385503824,0.5411542290021316,,False,36.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,3,1501678552,136609939,99710584,442,10,2206,zscore_observed_only,True,True
vbpca_vb_modern,0.8297551059659829,0.6412043118878265,29.044851216000097,0.3160510594130284,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,3,1501678552,136609939,99710584,442,10,2206,zscore_observed_only,True,True
mean_pca,1.015591806714936,0.8070584013888382,0.0016232959969784133,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,4,49488379,750698995,1162717020,442,10,2208,zscore_observed_only,True,True
mice_pca,0.9524850937398293,0.702146120379441,0.3359825229999842,,True,21.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,4,49488379,750698995,1162717020,442,10,2208,zscore_observed_only,True,True
vbpca_vb_modern,0.8764519535269887,0.6694964946042781,21.651299069999368,0.3229230704868426,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,4,49488379,750698995,1162717020,442,10,2208,zscore_observed_only,True,True
mean_pca,0.9801641662092518,0.7945413733302857,0.0016552529996261,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,5,1452270641,127345981,488931981,442,10,2208,zscore_observed_only,True,True
mice_pca,0.9029975598047119,0.679043372879941,0.565356070001144,,False,36.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,5,1452270641,127345981,488931981,442,10,2208,zscore_observed_only,True,True
vbpca_vb_modern,0.855098358946977,0.6547420514945187,31.496575373996166,0.3211540879442097,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,5,1452270641,127345981,488931981,442,10,2208,zscore_observed_only,True,True
mean_pca,0.990200197641032,0.7946577788977889,0.0015281529995263554,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,6,1895464821,728316746,22883801,442,10,2205,zscore_observed_only,True,True
mice_pca,0.9420100167005891,0.7199709817381895,0.43028944700199645,,True,34.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,6,1895464821,728316746,22883801,442,10,2205,zscore_observed_only,True,True
vbpca_vb_modern,0.8736947224856212,0.6772559226490176,20.07998317300371,0.3140170237490701,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,6,1895464821,728316746,22883801,442,10,2205,zscore_observed_only,True,True
mean_pca,0.9617135118525179,0.7805058973396947,0.001569268002640456,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,7,281613257,1794301670,324950014,442,10,2208,zscore_observed_only,True,True
mice_pca,0.9810072630792839,0.7271998858869462,0.46707050599798094,,False,36.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,7,281613257,1794301670,324950014,442,10,2208,zscore_observed_only,True,True
vbpca_vb_modern,0.8430113472787516,0.6602236331618379,20.117538252001395,0.31811379386606503,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,7,281613257,1794301670,324950014,442,10,2208,zscore_observed_only,True,True
mean_pca,1.0354159760109798,0.8187061258888838,0.0015764609997859225,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,8,1533884286,13336253,1329400504,442,10,2210,zscore_observed_only,True,True
mice_pca,0.9980415488993405,0.7337369023977217,0.4823158559956937,,False,36.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,8,1533884286,13336253,1329400504,442,10,2210,zscore_observed_only,True,True
vbpca_vb_modern,0.9093830601494726,0.6864525414839697,20.842283924001094,0.3092035191560915,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,8,1533884286,13336253,1329400504,442,10,2210,zscore_observed_only,True,True
mean_pca,0.9776303221844092,0.7910039918686532,0.0016079780034488067,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,9,727204319,1030919140,914267580,442,10,2203,zscore_observed_only,True,True
mice_pca,0.9377824294672943,0.7225352632691544,0.5168648160033626,,False,36.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,9,727204319,1030919140,914267580,442,10,2203,zscore_observed_only,True,True
vbpca_vb_modern,0.8436538518412176,0.6548770566079756,29.119974542001728,0.3174903000920745,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,9,727204319,1030919140,914267580,442,10,2203,zscore_observed_only,True,True
mean_pca,1.0152858909075764,0.8062554504227597,0.0015966880018822849,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,10,2099415111,907526053,2107603341,442,10,2208,zscore_observed_only,True,True
mice_pca,0.972530578847901,0.7302040075222848,0.3400981390004745,,True,23.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,10,2099415111,907526053,2107603341,442,10,2208,zscore_observed_only,True,True
vbpca_vb_modern,0.8882510895901907,0.6822039472480007,20.133495690999553,0.3192497889466184,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,10,2099415111,907526053,2107603341,442,10,2208,zscore_observed_only,True,True
mean_pca,1.0737140219689278,0.857586317388778,0.0014883790063322522,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,11,611853529,1500432351,1141884879,442,10,2209,zscore_observed_only,True,True
mice_pca,1.0160107722141671,0.7847252060684621,0.5120328420016449,,False,36.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,11,611853529,1500432351,1141884879,442,10,2209,zscore_observed_only,True,True
vbpca_vb_modern,0.9240837338605588,0.7215807289824275,28.939029168999696,0.3220849655462943,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,11,611853529,1500432351,1141884879,442,10,2209,zscore_observed_only,True,True
mean_pca,1.0064372936034967,0.8057701423734227,0.0015991499967640266,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,12,1183575389,54499229,381098418,442,10,2207,zscore_observed_only,True,True
mice_pca,0.9431563293763159,0.7135273029833447,0.3475814560006256,,True,20.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,12,1183575389,54499229,381098418,442,10,2207,zscore_observed_only,True,True
vbpca_vb_modern,0.8778866254483607,0.6777346373748854,29.060685792006552,0.32544943631070045,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,12,1183575389,54499229,381098418,442,10,2207,zscore_observed_only,True,True
mean_pca,0.9928558443702776,0.7907397738253577,0.0015525299968430772,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,13,871393964,777027959,1316189335,442,10,2207,zscore_observed_only,True,True
mice_pca,0.9323064872358416,0.7098866341585318,0.24875858599989442,,True,15.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,13,871393964,777027959,1316189335,442,10,2207,zscore_observed_only,True,True
vbpca_vb_modern,0.8602285484929846,0.662257205900426,19.381850003999716,0.319431320518875,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,13,871393964,777027959,1316189335,442,10,2207,zscore_observed_only,True,True
mean_pca,0.9765509456731406,0.783407561814266,0.001510411995695904,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,14,28688626,1640840127,201863240,442,10,2207,zscore_observed_only,True,True
mice_pca,0.8964322718598254,0.6778484705707916,0.4104560929990839,,True,32.0,True,8,8,diabetes,MAR,random,0.5,5,1000x50,14,28688626,1640840127,201863240,442,10,2207,zscore_observed_only,True,True
vbpca_vb_modern,0.8445538553911104,0.6524369568808118,19.283516509000037,0.32001212278258045,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,14,28688626,1640840127,201863240,442,10,2207,zscore_observed_only,True,True
mean_pca,1.0196644958984815,0.8168569602352517,0.001597599999513477,,,,,8,8,diabetes,MAR,random,0.5,5,1000x50,15,2131865429,468772148,943550466,442,10,2207,zscore_observed_only,True,True
