method,rmse,mae,wall_time_sec,vbpca_mean_variance,mice_converged,mice_n_iter,mice_retry_used,vbpca_selected_k,k_used,dataset,mechanism,pattern,missing_rate,n_components_requested,synthetic_shape,replicate_id,seed_data,seed_mask,seed_method,n_samples,n_features,n_holdout,scaling,vbpca_model_selection,use_selected_k_for_all_methods
vbpca_vb_modern,0.06752745664553553,0.052279618996513705,1267.987081598003,0.0010197364571646707,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,3,145605501,2059279874,2084449405,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.007362831363361,0.810786400559532,0.0031613940009265207,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,4,820634118,588861083,228045164,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0743153806370866,0.05710809793680643,0.13275625000096625,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,4,820634118,588861083,228045164,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.08153349263131993,0.06198020943177046,1064.1728486170032,0.0011507569834312815,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,4,820634118,588861083,228045164,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9936751593581783,0.7931959262012508,0.003045233999728225,,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,5,276432286,127403398,1650243396,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.061441497827002034,0.04796077470028509,0.1327181640008348,,True,4.0,False,21,21,synthetic,MAR,block,0.1,5,1000x50,5,276432286,127403398,1650243396,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06821262080689006,0.052556320026962894,1040.8429816040007,0.0008660800314171147,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,5,276432286,127403398,1650243396,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0101817708496785,0.8038290260463355,0.003011389999301173,,,,,22,22,synthetic,MAR,block,0.1,5,1000x50,6,914615326,907206316,564760285,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0685571144450219,0.05257541068358954,0.08852350500092143,,True,3.0,False,22,22,synthetic,MAR,block,0.1,5,1000x50,6,914615326,907206316,564760285,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07372246380200087,0.056525517901106215,835.5263698609997,0.001025213916105276,,,,22,22,synthetic,MAR,block,0.1,5,1000x50,6,914615326,907206316,564760285,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9934908088294969,0.792533770520032,0.0031267529993783683,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,7,1932897171,1124416738,1057546662,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07465216827234565,0.05727653464090463,0.10843865900096716,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,7,1932897171,1124416738,1057546662,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07980268586083937,0.06104459160772672,842.2274920620039,0.001102423128658348,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,7,1932897171,1124416738,1057546662,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0224397776055651,0.813097235142025,0.003301466000266373,,,,,25,25,synthetic,MAR,block,0.1,5,1000x50,8,827170600,17144710,349747901,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07630987810243339,0.0573914935833119,0.09948154199810233,,True,3.0,False,25,25,synthetic,MAR,block,0.1,5,1000x50,8,827170600,17144710,349747901,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.08367544808972303,0.06263266543957723,1331.6539716690022,0.0012145343393404546,,,,25,25,synthetic,MAR,block,0.1,5,1000x50,8,827170600,17144710,349747901,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0086114878165,0.8088494414036121,0.0033206730004167184,,,,,23,23,synthetic,MAR,block,0.1,5,1000x50,9,350776685,911048141,213428771,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.08110808314630069,0.060981156043041475,0.12674528699426446,,True,4.0,False,23,23,synthetic,MAR,block,0.1,5,1000x50,9,350776685,911048141,213428771,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.08810181348515522,0.06658292258124653,1210.1927987390009,0.0012746616084422615,,,,23,23,synthetic,MAR,block,0.1,5,1000x50,9,350776685,911048141,213428771,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0284587739466824,0.8206265886113728,0.0031005080018076114,,,,,20,20,synthetic,MAR,block,0.1,5,1000x50,10,1938095693,389445071,1247854572,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06903915325522175,0.0533575230356897,0.11216964999766788,,True,4.0,False,20,20,synthetic,MAR,block,0.1,5,1000x50,10,1938095693,389445071,1247854572,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07497925900440444,0.057657410677258575,725.9764390069977,0.0010485029896725527,,,,20,20,synthetic,MAR,block,0.1,5,1000x50,10,1938095693,389445071,1247854572,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9868199708685256,0.7874417175655563,0.0032994349967339076,,,,,23,23,synthetic,MAR,block,0.1,5,1000x50,11,581040719,187919866,161873953,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06339541683687695,0.049192711760160684,0.1320073470051284,,True,4.0,False,23,23,synthetic,MAR,block,0.1,5,1000x50,11,581040719,187919866,161873953,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.06908334242024383,0.05295987728066828,1218.7247280189986,0.0010939688199721785,,,,23,23,synthetic,MAR,block,0.1,5,1000x50,11,581040719,187919866,161873953,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0246734290795534,0.81600196711877,0.003389514997252263,,,,,23,23,synthetic,MAR,block,0.1,5,1000x50,12,1018324975,1887477925,1561970638,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07588210804571127,0.058641501325052636,0.13588372700178297,,True,4.0,False,23,23,synthetic,MAR,block,0.1,5,1000x50,12,1018324975,1887477925,1561970638,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.08001045665305384,0.06231509737353705,1217.1085095699964,0.0012069396265548362,,,,23,23,synthetic,MAR,block,0.1,5,1000x50,12,1018324975,1887477925,1561970638,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0075893626078147,0.8036806420889244,0.0028975870009162463,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,13,1445885289,1351303164,953434058,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06955541505008861,0.054003544161730255,0.11508527600381058,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,13,1445885289,1351303164,953434058,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07647812824272071,0.05854860851091912,883.8939560139988,0.0011623580505718712,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,13,1445885289,1351303164,953434058,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0128538279698913,0.8029183390596387,0.0032000560022424906,,,,,20,20,synthetic,MAR,block,0.1,5,1000x50,14,1494140231,1929972147,1135875748,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.0692998916092968,0.05296167675622112,0.12669604599796003,,True,4.0,False,20,20,synthetic,MAR,block,0.1,5,1000x50,14,1494140231,1929972147,1135875748,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.074442078023806,0.05719280852954758,1052.048953948004,0.0010333158002218022,,,,20,20,synthetic,MAR,block,0.1,5,1000x50,14,1494140231,1929972147,1135875748,1000,50,5000,zscore_observed_only,True,True
mean_pca,0.9936255583438746,0.7869142420097547,0.003094237996265292,,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,15,1313546482,407795523,1463986377,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06758263248938802,0.05242810626916662,0.12125137299881317,,True,4.0,False,21,21,synthetic,MAR,block,0.1,5,1000x50,15,1313546482,407795523,1463986377,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07384763289907989,0.05722398343688746,851.7137304289936,0.0010177081850805039,,,,21,21,synthetic,MAR,block,0.1,5,1000x50,15,1313546482,407795523,1463986377,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0076456942344265,0.8029167871209837,0.0030942960001993924,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,16,237823916,1530394689,2135837015,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07243863633500586,0.054686629393167825,0.12037226800021017,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,16,237823916,1530394689,2135837015,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07685249446984872,0.05911094742682731,930.3058228259979,0.0011549129899565342,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,16,237823916,1530394689,2135837015,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.020510583203718,0.8148446008248491,0.0022495319935842417,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,17,943741728,1115970600,629565410,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07181372628634795,0.05606755996887586,0.08894853699894156,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,17,943741728,1115970600,629565410,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07809439203495895,0.06095488744614346,935.6586416200007,0.001121270452692902,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,17,943741728,1115970600,629565410,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0215158593902554,0.8145372402972345,0.003260944999055937,,,,,22,22,synthetic,MAR,block,0.1,5,1000x50,18,1617207331,1904299546,352588686,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.07499136555986104,0.05729028312886381,0.1323899640046875,,True,4.0,False,22,22,synthetic,MAR,block,0.1,5,1000x50,18,1617207331,1904299546,352588686,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07872238228383743,0.06068177603239976,1157.1371874120014,0.0011546021265280003,,,,22,22,synthetic,MAR,block,0.1,5,1000x50,18,1617207331,1904299546,352588686,1000,50,5000,zscore_observed_only,True,True
mean_pca,1.0322869288448786,0.8250879646973408,0.002985336999699939,,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,19,792606895,780974420,938008434,1000,50,5000,zscore_observed_only,True,True
mice_pca,0.06763725564289565,0.05344340612324695,0.11164528200606583,,True,4.0,False,24,24,synthetic,MAR,block,0.1,5,1000x50,19,792606895,780974420,938008434,1000,50,5000,zscore_observed_only,True,True
vbpca_vb_modern,0.07249773018624565,0.05655882142135999,841.3544503390003,0.0010956189635880442,,,,24,24,synthetic,MAR,block,0.1,5,1000x50,19,792606895,780974420,938008434,1000,50,5000,zscore_observed_only,True,True
mean_pca,4.759546957385804,3.7310354869941964,0.0031233199988491833,,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,0,40096879,593292719,1061289360,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.759546957385804,3.7310354869941964,0.016794171002402436,,True,1.0,False,22,22,synthetic,MAR,block,0.3,5,1000x50,0,40096879,593292719,1061289360,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.759546957385804,3.7310354869941964,939.6419368069983,119.83784332052348,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,0,40096879,593292719,1061289360,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.03356926205046,3.1578722111090403,0.003199209000740666,,,,,20,20,synthetic,MAR,block,0.3,5,1000x50,1,1188942713,1648677464,1155653216,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.03356926205046,3.1578722111090403,0.017940295998414513,,True,1.0,False,20,20,synthetic,MAR,block,0.3,5,1000x50,1,1188942713,1648677464,1155653216,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.03356926205046,3.1578722111090403,897.443617929006,116.36698271124304,,,,20,20,synthetic,MAR,block,0.3,5,1000x50,1,1188942713,1648677464,1155653216,1000,50,11988,zscore_observed_only,True,True
mean_pca,3.2075480518488417,2.4573395912238913,0.003037046997633297,,,,,19,19,synthetic,MAR,block,0.3,5,1000x50,2,92929258,927141244,935134144,1000,50,11988,zscore_observed_only,True,True
mice_pca,3.2075480518488417,2.4573395912238913,0.01621185600379249,,True,1.0,False,19,19,synthetic,MAR,block,0.3,5,1000x50,2,92929258,927141244,935134144,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,3.2075480518488417,2.457339591223892,602.4011213149934,119.6492957540765,,,,19,19,synthetic,MAR,block,0.3,5,1000x50,2,92929258,927141244,935134144,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.005426458235119,3.227800345552835,0.0027690300048561767,,,,,19,19,synthetic,MAR,block,0.3,5,1000x50,3,758659901,605571456,1163384400,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.005426458235119,3.227800345552835,0.016828975996759254,,True,1.0,False,19,19,synthetic,MAR,block,0.3,5,1000x50,3,758659901,605571456,1163384400,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.005426458235119,3.227800345552835,606.929463182998,117.55936844543267,,,,19,19,synthetic,MAR,block,0.3,5,1000x50,3,758659901,605571456,1163384400,1000,50,11988,zscore_observed_only,True,True
mean_pca,3.4427984159083946,2.7639747377025534,0.0028942439967067912,,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,4,998773803,820463182,2117259348,1000,50,11988,zscore_observed_only,True,True
mice_pca,3.4427984159083946,2.7639747377025534,0.01558284999919124,,True,1.0,False,22,22,synthetic,MAR,block,0.3,5,1000x50,4,998773803,820463182,2117259348,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,3.442798415908395,2.763974737702554,679.5066501600013,461.13632399191073,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,4,998773803,820463182,2117259348,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.396204305127126,3.497497285428615,0.0029858269990654662,,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,5,1673102338,302006784,329450212,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.396204305127126,3.497497285428615,0.01723591400514124,,True,1.0,False,22,22,synthetic,MAR,block,0.3,5,1000x50,5,1673102338,302006784,329450212,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.396204305127126,3.497497285428615,862.401351571003,119.26159760981977,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,5,1673102338,302006784,329450212,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.343047466758433,3.3410535914817308,0.0028345289974822663,,,,,21,21,synthetic,MAR,block,0.3,5,1000x50,6,595594054,1547179905,444857562,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.343047466758433,3.3410535914817308,0.01706905700120842,,True,1.0,False,21,21,synthetic,MAR,block,0.3,5,1000x50,6,595594054,1547179905,444857562,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.343047466758433,3.3410535914817308,937.8861104519965,119.22221176494965,,,,21,21,synthetic,MAR,block,0.3,5,1000x50,6,595594054,1547179905,444857562,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.840499266030844,3.9588791726605193,0.0028802879969589412,,,,,20,20,synthetic,MAR,block,0.3,5,1000x50,7,448111140,2137310505,2001508016,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.840499266030844,3.9588791726605193,0.016284189994621556,,True,1.0,False,20,20,synthetic,MAR,block,0.3,5,1000x50,7,448111140,2137310505,2001508016,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.840499266030844,3.95887917266052,886.6782812880047,112.06679695778378,,,,20,20,synthetic,MAR,block,0.3,5,1000x50,7,448111140,2137310505,2001508016,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.414779239126877,3.4134960742725347,0.003013371999259107,,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,8,1507492729,826763406,1379925867,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.414779239126877,3.4134960742725347,0.01648210599523736,,True,1.0,False,22,22,synthetic,MAR,block,0.3,5,1000x50,8,1507492729,826763406,1379925867,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.414779239126876,3.4134960742725347,874.8380960530048,121.21947673845956,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,8,1507492729,826763406,1379925867,1000,50,11988,zscore_observed_only,True,True
mean_pca,3.772923407296157,2.9321855897247353,0.003141352004604414,,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,9,695312574,34285318,1934831932,1000,50,11988,zscore_observed_only,True,True
mice_pca,3.772923407296157,2.9321855897247353,0.017234472004929557,,True,1.0,False,22,22,synthetic,MAR,block,0.3,5,1000x50,9,695312574,34285318,1934831932,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,3.772923407296157,2.9321855897247353,1005.6096122040035,122.3391500571755,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,9,695312574,34285318,1934831932,1000,50,11988,zscore_observed_only,True,True
mean_pca,3.591236603528704,2.7348169477857773,0.0027272409934084862,,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,10,2126084623,101739384,1221482085,1000,50,11988,zscore_observed_only,True,True
mice_pca,3.591236603528704,2.7348169477857773,0.01529104800283676,,True,1.0,False,22,22,synthetic,MAR,block,0.3,5,1000x50,10,2126084623,101739384,1221482085,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,3.5912366035287047,2.734816947785777,709.028053891001,120.0656354332652,,,,22,22,synthetic,MAR,block,0.3,5,1000x50,10,2126084623,101739384,1221482085,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.310968175894537,3.4279854814723385,0.0029305469943210483,,,,,21,21,synthetic,MAR,block,0.3,5,1000x50,11,2099455010,1757240405,1994340111,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.310968175894537,3.4279854814723385,0.015708257000369485,,True,1.0,False,21,21,synthetic,MAR,block,0.3,5,1000x50,11,2099455010,1757240405,1994340111,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.310968175894537,3.4279854814723385,649.8415769409985,118.92680786952175,,,,21,21,synthetic,MAR,block,0.3,5,1000x50,11,2099455010,1757240405,1994340111,1000,50,11988,zscore_observed_only,True,True
mean_pca,4.036868383872863,3.204960114832931,0.0029042770038358867,,,,,20,20,synthetic,MAR,block,0.3,5,1000x50,12,1716584025,1427279157,1095259017,1000,50,11988,zscore_observed_only,True,True
mice_pca,4.036868383872863,3.204960114832931,0.016190068003197666,,True,1.0,False,20,20,synthetic,MAR,block,0.3,5,1000x50,12,1716584025,1427279157,1095259017,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,4.036868383872863,3.204960114832931,620.3976002799973,113.15410038669356,,,,20,20,synthetic,MAR,block,0.3,5,1000x50,12,1716584025,1427279157,1095259017,1000,50,11988,zscore_observed_only,True,True
mean_pca,3.9393258374467286,3.1590782450911368,0.0028496319937403314,,,,,18,18,synthetic,MAR,block,0.3,5,1000x50,13,1223208444,42087690,1126039166,1000,50,11988,zscore_observed_only,True,True
mice_pca,3.9393258374467286,3.1590782450911368,0.016748803995142225,,True,1.0,False,18,18,synthetic,MAR,block,0.3,5,1000x50,13,1223208444,42087690,1126039166,1000,50,11988,zscore_observed_only,True,True
vbpca_vb_modern,3.9393258374467286,3.1590782450911368,689.1651398079994,112.00417851177279,,,,18,18,synthetic,MAR,block,0.3,5,1000x50,13,1223208444,42087690,1126039166,1000,50,11988,zscore_observed_only,True,True
