dataset,mechanism,pattern,missing_rate,n_components_requested,method,n_reps,rmse_mean,rmse_median,rmse_std,rmse_ci_low,rmse_ci_high,mae_mean,mae_median,mae_std,mae_ci_low,mae_ci_high,wall_time_sec_mean,wall_time_sec_median,wall_time_sec_std,wall_time_sec_ci_low,wall_time_sec_ci_high,vbpca_mean_variance_mean,rmse_ci,mae_ci,time_ci
synthetic,MAR,block,0.3,5,mice_pca,200,3.993488599467775,3.9429737026284095,0.5096505329685922,3.1307556068636173,4.942318361199323,3.112714642041181,3.067737638854697,0.395692803003936,2.462400124628378,3.911365033849149,0.0163118744748134,0.0165145280006981,0.0010472152102801,0.0142767566743714,0.0179579670253587,,"[3.1308, 4.9423]","[2.4624, 3.9114]","[0.0143, 0.0180]"
synthetic,MAR,block,0.3,5,vbpca_vb_modern,200,3.993488599467775,3.9429737026284095,0.5096505329685922,3.1307556068636173,4.942318361199323,3.112714642041181,3.067737638854697,0.395692803003936,2.462400124628378,3.911365033849149,205.6751002454896,231.3319758175021,35.78265551826779,149.52807013954953,246.33749818827567,86.63962611052078,"[3.1308, 4.9423]","[2.4624, 3.9114]","[149.5281, 246.3375]"
synthetic,MAR,block,0.5,5,mean_pca,200,3.992378643702864,3.880738500197009,0.5264040005788116,3.1243224381596275,5.286337839182898,3.1158731049473234,3.061166465433115,0.3974577192314832,2.466249375143955,4.067932987674044,0.0027577083251162,0.0027990474991383,0.0001546303134718,0.0024769639983787,0.0029954904812256,,"[3.1243, 5.2863]","[2.4662, 4.0679]","[0.0025, 0.0030]"
synthetic,MAR,block,0.5,5,mice_pca,200,3.992378643702864,3.880738500197009,0.5264040005788116,3.1243224381596275,5.286337839182898,3.1158731049473234,3.061166465433115,0.3974577192314832,2.466249375143955,4.067932987674044,0.0162442235051275,0.016471258499223,0.0010297963934175,0.0146618630784359,0.0178825977722226,,"[3.1243, 5.2863]","[2.4662, 4.0679]","[0.0147, 0.0179]"
synthetic,MAR,block,0.5,5,vbpca_vb_modern,200,3.992378643702864,3.880738500197009,0.5264040005788116,3.1243224381596275,5.286337839182898,3.1158731049473234,3.061166465433115,0.3974577192314832,2.466249375143955,4.067932987674044,205.21994732749485,230.04643461600065,34.35717159106748,156.0885005992048,244.3231712339286,87.89078664513069,"[3.1243, 5.2863]","[2.4662, 4.0679]","[156.0885, 244.3232]"
synthetic,MAR,random,0.1,5,mean_pca,200,0.4775222805792822,0.4784426569386281,0.0167366321334751,0.4406131052904658,0.5094446246584112,0.36366231154588,0.3643912970168981,0.0129332652133154,0.3367757333133881,0.3866848963081753,0.0028904278649496,0.0029204269994806,0.0001275885567657,0.0026607859730574,0.0030822957685813,,"[0.4406, 0.5094]","[0.3368, 0.3867]","[0.0027, 0.0031]"
synthetic,MAR,random,0.1,5,mice_pca,200,0.372505459066382,0.3739103117370042,0.0182455984976087,0.3318792383632495,0.404546777811481,0.2689994564393489,0.2697109478001801,0.0141959670783239,0.2417611493176059,0.2936940519648079,0.8384628336998503,0.8496355865026999,0.1231691836259446,0.610008187897256,1.1275781906968405,,"[0.3319, 0.4045]","[0.2418, 0.2937]","[0.6100, 1.1276]"
synthetic,MAR,random,0.1,5,vbpca_vb_modern,200,0.4229527550133322,0.424901570546992,0.0205980167199559,0.3769167576311219,0.4588385293439505,0.3074132172135613,0.3082808160817419,0.0164531541143717,0.27626758283537,0.3365271372710572,239.98398266463508,269.0598848024965,38.328155623235126,183.688499500549,282.5312453851282,0.0221644960208737,"[0.3769, 0.4588]","[0.2763, 0.3365]","[183.6885, 282.5312]"
synthetic,MAR,random,0.3,5,mean_pca,200,0.5997867347451509,0.5989674810324587,0.0132281758068888,0.5760475866006236,0.6252764929455827,0.4652307266621382,0.4649478018322053,0.010168129739553,0.4448443334437329,0.487449230593017,0.0033405186402887,0.0033557375027157,0.0001557682040923,0.0030082510769715,0.0035761265289693,,"[0.5760, 0.6253]","[0.4448, 0.4874]","[0.0030, 0.0036]"
synthetic,MAR,random,0.3,5,mice_pca,200,0.3744229510883545,0.3739194563241222,0.0177102195165477,0.3409694798153962,0.4079015676807289,0.2707596058499945,0.2705833449970697,0.0135706843640545,0.2447722947336992,0.2953479212615497,2.5613443094450488,2.946935266001674,1.1473679730902904,1.0651333714480644,4.2459579432734245,,"[0.3410, 0.4079]","[0.2448, 0.2953]","[1.0651, 4.2460]"
